frame,track_id,name,confidence,inference_time_ms,pose,pose_confidence,is_locked,consecutive_back_frames,frames_since_face,ground_truth,dataset_predicted,dataset_confidence
144,3,Unknown,0.0,25.494098663330078,profile,0.5,False,0,56,,,
146,4,Unknown,0.0,36.786556243896484,back_view,0.8999999999999999,False,32,46,,,
146,3,Unknown,0.0,19.465923309326172,profile,0.5,False,0,57,,,
148,4,Unknown,0.0,37.20402717590332,partial_back,0.5,False,33,47,,,
148,3,Unknown,0.0,21.98338508605957,profile,0.5,False,0,58,,,
148,7,Unknown,0.0,64.34369087219238,partial_back,0.5,False,1,1,,,
150,4,Unknown,0.0,30.14993667602539,partial_back,0.5,False,34,48,,,
150,3,Unknown,0.0,24.417400360107422,profile,0.5,False,0,59,,,
150,7,Unknown,0.0,37.95218467712402,partial_back,0.5,False,2,2,,,
152,4,Unknown,0.0,43.40052604675293,partial_back,0.5,False,35,49,,,
152,3,Unknown,0.0,14.888763427734375,profile,0.5,False,0,60,,,
152,7,Unknown,0.0,38.15031051635742,partial_back,0.5,False,3,3,,,
154,4,Unknown,0.0,40.27986526489258,back_view,0.8999999999999999,False,36,50,,,
154,3,Unknown,0.0,22.535324096679688,frontal,0.7,False,0,61,,,
154,7,Unknown,0.0,36.83590888977051,partial_back,0.5,False,4,4,,,
156,4,Unknown,0.0,62.67070770263672,back_view,0.8999999999999999,False,37,51,,,
156,3,Unknown,0.0,20.478487014770508,partial_back,0.5,False,1,62,,,
156,7,Unknown,0.0,45.52602767944336,partial_back,0.5,False,5,5,,,
158,4,Unknown,0.0,45.99761962890625,back_view,0.8999999999999999,False,38,52,,,
158,3,Unknown,0.0,20.3402042388916,partial_back,0.5,False,2,63,,,
158,7,Unknown,0.0,41.34392738342285,partial_back,0.5,False,6,6,,,
160,4,Unknown,0.0,43.064117431640625,back_view,0.8999999999999999,False,39,53,,,
160,3,Unknown,0.0,18.27526092529297,partial_back,0.5,False,3,64,,,
160,7,Unknown,0.0,37.595272064208984,profile,0.5,False,0,7,,,
162,4,Unknown,0.0,47.35612869262695,back_view,0.8999999999999999,False,40,54,,,
162,3,Unknown,0.0,15.268802642822266,partial_back,0.5,False,4,65,,,
162,7,Unknown,0.0,40.98176956176758,back_view,0.8999999999999999,False,1,8,,,
164,4,Unknown,0.0,36.42535209655762,back_view,0.8999999999999999,False,41,55,,,
164,3,Unknown,0.0,15.478849411010742,partial_back,0.5,False,5,66,,,
164,7,Unknown,0.0,36.086082458496094,back_view,0.8999999999999999,False,2,9,,,
166,4,Unknown,0.0,64.83745574951172,back_view,0.8999999999999999,False,42,56,,,
166,3,Unknown,0.0,18.12887191772461,frontal,0.7,False,0,67,,,
166,7,Unknown,0.0,43.363332748413086,profile,0.5,False,0,10,,,
168,4,Unknown,0.0,49.00789260864258,back_view,0.8999999999999999,False,43,57,,,
168,3,Unknown,0.0,12.655258178710938,profile,0.5,False,0,68,,,
168,7,Unknown,0.0,44.37088966369629,back_view,0.7,False,1,11,,,
170,4,Unknown,0.0,28.79619598388672,back_view,0.8999999999999999,False,44,58,,,
170,3,Unknown,0.0,12.55488395690918,profile,0.5,False,0,69,,,
170,7,Unknown,0.0,36.0257625579834,back_view,0.7,False,2,12,,,
172,4,Unknown,0.0,29.857873916625977,back_view,0.8999999999999999,False,45,59,,,
172,3,Unknown,0.0,12.118101119995117,profile,0.5,False,0,70,,,
172,7,Unknown,0.0,38.460731506347656,back_view,0.7,False,3,13,,,
174,4,Unknown,0.0,29.761075973510742,back_view,0.8999999999999999,False,46,60,,,
174,3,Unknown,0.0,12.427806854248047,profile,0.5,False,0,71,,,
174,7,Unknown,0.0,36.82446479797363,back_view,0.7,False,4,14,,,
176,4,Unknown,0.0,47.09982872009277,back_view,0.8999999999999999,False,47,61,,,
176,3,Unknown,0.0,18.207788467407227,profile,0.5,False,0,72,,,
176,7,Unknown,0.0,38.20991516113281,back_view,0.7,False,5,15,,,
178,4,Unknown,0.0,24.511098861694336,partial_back,0.5,False,48,62,,,
178,3,Unknown,0.0,15.497684478759766,frontal,0.7,False,0,73,,,
178,7,Unknown,0.0,15.267133712768555,profile,0.5,False,0,16,,,
180,4,Unknown,0.0,32.692909240722656,profile,0.5,False,0,63,,,
180,3,Unknown,0.0,20.241975784301758,profile,0.5,False,0,74,,,
180,7,Unknown,0.0,38.871049880981445,profile,0.5,False,0,17,,,
182,4,Unknown,0.0,30.93743324279785,partial_back,0.5,False,1,64,,,
182,3,Unknown,0.0,21.625518798828125,profile,0.5,False,0,75,,,
182,7,Unknown,0.0,26.371479034423828,profile,0.5,False,0,18,,,
184,4,Unknown,0.0,32.15384483337402,profile,0.5,False,0,65,,,
184,3,Unknown,0.0,15.125274658203125,profile,0.5,False,0,76,,,
184,7,Unknown,0.0,47.1494197845459,profile,0.5,False,0,19,,,
186,4,Unknown,0.0,26.166677474975586,partial_back,0.5,False,1,66,,,
186,3,Unknown,0.0,12.977838516235352,profile,0.5,False,0,77,,,
186,7,Unknown,0.0,22.565126419067383,profile,0.5,False,0,20,,,
188,3,Unknown,0.0,16.425609588623047,profile,0.5,False,0,78,,,
188,7,Unknown,0.0,42.67001152038574,profile,0.5,False,0,21,,,
190,3,Unknown,0.0,12.717247009277344,profile,0.5,False,0,79,,,
190,7,Unknown,0.0,41.930198669433594,profile,0.5,False,0,22,,,
190,4,Unknown,0.0,33.083438873291016,partial_back,0.5,False,2,67,,,
192,3,Unknown,0.0,10.556936264038086,profile,0.5,False,0,80,,,
192,7,Unknown,0.0,45.17102241516113,profile,0.5,False,0,23,,,
192,4,Unknown,0.0,38.05351257324219,partial_back,0.5,False,3,68,,,
194,3,Unknown,0.0,17.603635787963867,profile,0.5,False,0,81,,,
194,7,myke,0.7893746346921932,50.385236740112305,profile,0.5,True,0,23,,,
194,4,Unknown,0.0,40.03429412841797,partial_back,0.5,False,4,69,,,
196,3,Unknown,0.0,16.814231872558594,frontal,0.7,False,0,82,,,
196,7,myke,0.7864305545988525,59.75461006164551,profile,0.5,True,0,24,,,
196,4,Unknown,0.0,45.36747932434082,partial_back,0.5,False,5,70,,,
198,3,Unknown,0.0,27.76336669921875,frontal,0.7,False,0,83,,,
198,7,myke,0.7834950933273463,43.97320747375488,profile,0.5,True,0,25,,,
198,4,Unknown,0.0,24.306774139404297,partial_back,0.5,False,6,71,,,
200,3,Unknown,0.0,13.602256774902344,frontal,0.7,False,0,84,,,
200,7,myke,0.7805682281787079,52.41584777832031,profile,0.5,True,0,26,,,
200,4,Unknown,0.0,48.78878593444824,partial_back,0.5,False,7,72,,,
202,3,Unknown,0.0,19.003629684448242,frontal,0.7,False,0,85,,,
202,7,myke,0.7776499365102906,43.81108283996582,profile,0.5,True,0,27,,,
202,4,Unknown,0.0,28.242826461791992,partial_back,0.5,False,8,73,,,
204,3,Unknown,0.0,10.535240173339844,frontal,0.7,False,0,86,,,
204,7,myke,0.7747401957356344,41.092872619628906,profile,0.5,True,0,28,,,
204,4,Unknown,0.0,32.96184539794922,partial_back,0.5,False,9,74,,,
206,3,Unknown,0.0,9.805917739868164,frontal,0.7,False,0,87,,,
206,7,myke,0.7718389833243305,16.769886016845703,profile,0.5,True,0,29,,,
206,4,Unknown,0.0,32.297611236572266,back_view,0.8999999999999999,False,10,75,,,
208,3,Unknown,0.0,9.377479553222656,profile,0.5,False,0,88,,,
208,7,myke,0.7689462768018891,43.146371841430664,profile,0.5,True,0,30,,,
208,4,Unknown,0.0,33.10561180114746,back_view,0.8999999999999999,False,11,76,,,
210,3,Unknown,0.0,9.268999099731445,profile,0.5,False,0,89,,,
210,7,myke,0.7712809474404293,40.26341438293457,back_view,0.8999999999999999,True,1,31,,,
210,4,Unknown,0.0,33.049583435058594,partial_back,0.5,False,12,77,,,
212,3,Unknown,0.0,10.956764221191406,profile,0.5,False,0,90,,,
212,7,myke,0.773620317106656,46.15044593811035,back_view,0.8999999999999999,True,2,32,,,
212,4,Unknown,0.0,27.176380157470703,partial_back,0.5,False,13,78,,,
214,3,Unknown,0.0,10.07699966430664,profile,0.5,False,0,91,,,
214,7,myke,0.7759643771334359,39.02840614318848,back_view,0.8999999999999999,True,3,33,,,
214,4,Unknown,0.0,32.00721740722656,partial_back,0.5,False,14,79,,,
216,3,Unknown,0.0,12.501001358032227,profile,0.5,False,0,92,,,
216,7,myke,0.7783131186622282,45.6080436706543,back_view,0.8999999999999999,True,4,34,,,
216,4,Unknown,0.0,29.65235710144043,partial_back,0.5,False,15,80,,,
218,3,Unknown,0.0,9.229898452758789,profile,0.5,False,0,93,,,
